Open,High,Low,Close,Volume,EMA_fast,EMA_slow,RSI,ATR,ATR_pct,BOLLz,DonchianHi20,DonchianLo20,DonchianHi55,DonchianLo55,Mom,RV_Parkinson,estimated_spread_pct,price_impact,volume_impact,intrabar_momentum,volume_acceleration,volume_zscore,price_direction,volume_weighted_direction,net_buying_pressure,estimated_funding_pressure,funding_zscore,basis_proxy,basis_momentum,gap_size,volume_spike,liquidation_risk,liquidation_zscore,btc_beta,btc_correlation,btc_relative_strength,btc_outperformance,market_cap_rank,dominance_factor,volatility_20d,vol_regime,trend_strength,trend_regime,hurst_exponent,momentum_regime,drawdown,stress_regime,trend_alignment,vol_structure_score,ema_8,ema_20,ema_50,ema_200,rsi,atr,atr_pct,bb_upper,bb_lower,bb_position,symbol,target
119844.23,120247.8,119835.56,120134.47,296.35844,119360.87976943889,118497.23302973848,65.79114314639597,469.09428571428515,0.39047434571799516,1.6897489414964253,120247.8,117550.0,120247.8,116128.0,22.345961732036546,0.0032798174651011403,0.34314880649992063,0.002418882521790448,0.740314985125457,0.7040558897712437,-0.22079474096258078,-0.3825736907655566,1.0,296.35844,790.3720599999999,3.6464916834396726,-0.5146814309206377,0.24218103783553158,0.038001864030381506,0.0,0.7005034633483871,0.0,-0.8078520297917107,1.0,0.7,0.0,0,10,0.1,6.14865242167255,0,78.82490977443294,2,0.12165237606183106,0,0.0,0,1.0,0.004389221459945265,119723.55407991639,119360.88833466973,118798.8543855213,118372.87663683853,65.79114314666037,469.09428571428515,0.39047434571799844,120320.43226552122,118213.42873447876,0.9117408856789107,BTC/USDT,0
120134.47,120134.47,119840.0,119954.42,245.92466,119417.4074104447,118526.0882172684,69.2280739905491,454.7642857142855,0.37911423832009,1.2835601688473355,120247.8,117550.0,120247.8,116128.0,19.047337272914767,0.0027999853420842442,0.24548491001832293,-0.0014998614367631809,0.699120312829261,-0.6114374978754737,-0.17017831515107174,-0.5464773695337262,-1.0,-245.92466,-343.5963600000001,3.467685740122633,-0.9361880851404586,-0.14987372067317706,0.02828606449189197,0.0,0.5787978918866826,0.0,-0.8078520297917107,1.0,0.7,0.0,0,10,0.1,4.664512180279739,0,70.97602255638961,2,0.10974506545446235,0,-0.14987372067317706,0,1.0,0.004389221459945265,119774.85761771275,119417.41562421073,118844.59484567026,118395.69555572644,69.22807399084186,454.7642857142855,0.37911423832009317,120311.9063897846,118402.6146102154,0.8127649248742547,BTC/USDT,1
119954.43,120090.0,119613.62,119650.64,217.96454,119439.6200380214,118548.3565694017,62.95779697260744,456.6749999999998,0.3816736793050133,0.5566538488463753,120247.8,118312.34,120247.8,116128.0,13.863524887250318,0.002607597990666244,0.3981424587448965,-0.002535757384286085,0.6708282099213747,-0.6377051933316952,-0.11369384428548157,-0.6265287390344173,-1.0,-217.96454,-161.23441000000017,2.8798973501805527,-1.9556395306005514,-0.25324619134501347,0.014975128249225533,8.336499809478726e-08,0.5115883441202549,4.2648561332900415e-08,0.38200387578163614,1.0,0.7,0.0,0,10,0.1,4.801181469444185,0,60.65441353383304,2,0.10095984404526827,0,-0.4027403625287529,0,1.0,0.004389221459945265,119747.25370266545,119439.62763458176,118876.48861932177,118413.72150010595,62.95779697285431,456.6749999999998,0.3816736793050165,120275.87051597827,118559.90248402172,0.6356397646491234,BTC/USDT,1
119650.64,119959.48,119500.29,119546.56,155.28993,119449.80479630508,118568.122973968,55.42383632072892,451.4257142857147,0.37761497636210606,0.25407512784770087,120247.8,118368.19,120247.8,116128.0,13.733238568471439,0.002487596127350984,0.38410975606491926,-0.0008702443554401251,0.5061018815681335,-0.22665998823967107,-0.2875449832344289,-0.899719398431683,-1.0,-155.28993,-12.531100000000151,2.471797283272334,-2.513121427047604,-0.08698658026401462,0.009260607702440507,0.0,0.3639769670002474,0.0,-0.7902932974603354,1.0,0.7,0.0,0,10,0.1,4.329615804347065,0,56.841766917296844,2,0.09590068144366723,0,-0.4893766127240573,0,1.0,0.004389221459945265,119702.65510207313,119449.81173785427,118902.99280882893,118429.92201819774,55.423836320971375,451.4257142857147,0.3776149763621092,120284.92763799286,118599.50136200714,0.5619104504817153,BTC/USDT,0
119546.56,119613.63,119379.63,119475.38,199.39552,119452.2405299903,118586.088459632,51.144410702461016,435.57285714285746,0.36457122558878136,0.00783678947065834,120247.8,118368.19,120247.8,116128.0,13.637762805503794,0.002463889225762899,0.19585625088616582,-0.000595593878153136,0.6794468064469059,-0.3041880341867044,0.28402092782191346,-0.5678510948395332,-1.0,-199.39552,-452.38154000000014,2.113556995847407,-2.69865309507786,-0.059541654732675475,0.010192151622619624,0.0,0.4665524953210437,0.0,-0.7284576960165181,1.0,0.7,0.0,0,10,0.1,4.272458415547059,0,48.32954135338494,2,0.09685502084935615,0,-0.5486268845236508,0,1.0,0.004389221459945265,119652.14952383467,119452.24682525218,118925.62550753307,118444.80816013273,51.14441070269458,435.57285714285746,0.36457122558878446,120271.32225965579,118673.33474034419,0.5019095893823567,BTC/USDT,0
119475.37,119666.04,119440.11,119488.22,187.24279,119455.6671461817,118603.95245053037,45.53712006318331,379.9892857142851,0.3180140148663039,-0.03514339872128254,120247.8,118368.19,120247.8,116128.0,10.623715428675203,0.002419970584590866,0.18908140066024334,0.00010754776501625136,0.6504098729094112,0.05687602354689215,-0.06094785880846265,-0.601407829699055,1.0,187.24279,33.94548999999989,2.2327690841979777,-2.284960033616542,0.010746984022991235,0.04728057374095244,8.369925259340648e-08,0.4414801231763628,3.69515563447066e-08,0.5414398988018955,1.0,0.7,0.0,0,10,0.1,4.27277578618418,0,39.709902255638255,2,0.10709060142278076,0,-0.5379388613442893,0,1.0,0.004389221459945265,119615.7207407603,119455.67286075054,118947.86376226618,118459.60172330296,45.537120063415124,379.9892857142851,0.31801401486630654,120255.36593807043,118746.90906192956,0.49143661300212765,BTC/USDT,0
119488.21,119531.29,119119.86,119322.5,369.90166,119442.98456083106,118618.18111487631,44.47005099192399,370.0035714285706,0.310087009095994,-0.5447347525186634,120247.8,118368.19,120247.8,116128.0,6.746445790068405,0.0023643592536521344,0.34480504515074106,-0.001387793927634761,1.2917293200446118,-0.4027659626172288,0.9755188437429285,0.5020381907790108,-1.0,-369.90166,-222.17362000000008,2.0864794712680452,-2.2091728549326097,-0.13869149611568377,0.03126388030322974,8.369025829292051e-08,0.9019355077047558,7.548321560336742e-08,1.6857989505219697,1.0,0.7,0.0,0,10,0.1,4.312034556016703,0,29.786187969923677,2,0.12078034605974376,0,-0.6758842820049904,0,1.0,0.004389221459945265,119550.56057614689,119442.98966799934,118962.66777253407,118471.7844467037,44.47005099214507,370.0035714285706,0.3100870090959966,120242.74601890956,118788.35298109046,0.3672645598678807,BTC/USDT,0
119322.5,119372.86,118983.34,119090.73,384.24025,119409.43650741858,118627.53851854212,46.450892608520356,359.5149999999994,0.30188327840462176,-1.4124122125574194,120247.8,118368.19,120247.8,116128.0,6.51030637527446,0.002338808829790365,0.32707835446134564,-0.0019442719098372735,1.3017897456166807,-0.5950143766671971,0.038763248588827626,0.5343379112457878,-1.0,-384.24025,-480.4846800000001,1.7880759245548588,-2.2450655124822507,-0.1942383037566331,0.0012928078109282943,0.0,0.9504752798032385,0.0,-0.7994604213950481,1.0,0.7,0.0,0,10,0.1,4.191710075200922,0,10.544345864659908,2,0.1598041109116004,0,-0.8688097595969002,0,1.0,0.004389221459945265,119448.37600366978,119409.44097704437,118967.72672238562,118480.48668149096,46.45089260876156,359.5149999999994,0.3018832784046243,120182.94600770522,118889.09999229478,0.1558377158515673,BTC/USDT,0
119090.73,119116.68,118845.49,118954.9,250.26157,119366.14731623586,118634.02092411554,32.11694830738266,333.9714285714269,0.2807546629616973,-2.0533515890714185,120247.8,118680.32,120247.8,116128.0,4.7884195724142735,0.002303147291002809,0.2279771577295158,-0.001141209899477153,0.8432616427227121,-0.5008665511246986,-0.3486846575807714,-0.2800955743883454,-1.0,-250.26157,-959.0426600000001,1.4429055551345993,-2.2647576615030482,-0.11405589671001914,0.003081298536089516,0.0,0.6214449840792015,0.0,-0.7251214617799241,1.0,0.7,0.0,0,10,0.1,4.227675193592181,0,10.557353383460343,2,0.19863470498933136,0,-0.9818747275448958,0,1.0,0.004389221459945265,119338.71466952094,119366.15118372576,118967.22016355323,118487.12952673488,32.116948307575896,333.9714285714269,0.2807546629616997,120139.69743436,118955.30256564,-0.00033989140837762007,BTC/USDT,0
118954.9,118954.91,118532.96,118614.17,303.82301,119294.5304289753,118633.62783650929,28.923687846483546,340.43428571428376,0.2870097946259548,-2.610575907001868,120247.8,118532.96,120247.8,116128.0,2.3675334184198897,0.002273879338060934,0.3557332146740959,-0.002868473018234817,1.0105747994688565,-0.8075127384742049,0.2140218332363215,0.019239046648652933,-1.0,-303.82301,-1643.1999100000003,1.0623200205904375,-2.274749862435199,-0.2864362880385718,-0.010218447688959778,0.0,0.7548235254689631,0.0,-0.7251214617799241,1.0,0.7,0.0,0,10,0.1,4.024413310920629,0,29.38711278195807,2,0.222622470834259,0,-1.2654985700606969,0,1.0,0.004389221459945265,119177.70474296072,119294.53366400901,118953.28120172159,118488.9011981043,28.923687846640277,340.43428571428376,0.2870097946259572,120228.85248593676,118807.62551406321,-0.1361186621783499,BTC/USDT,0
118614.16,118913.59,118576.38,118828.93,158.09304,119250.18753097765,118637.49520608336,36.87052565399543,346.1828571428549,0.29132876744985586,-1.7514213333592072,120247.8,118532.96,120247.8,116128.0,3.7469353774454834,0.002247761452880518,0.2837776962226218,0.0018090234470141046,0.5500093155188455,0.6369028201991572,-0.4796541578598672,-0.7811767303146852,1.0,158.09304,-1781.4653100000003,0.8459323192040133,-2.1632890371507405,0.1810576257457175,-0.006956957222638745,8.430695923397104e-08,0.3972008252185556,3.348679377940042e-08,0.34221371445798665,1.0,0.7,0.0,0,10,0.1,4.032456181816878,0,41.01905263157794,2,0.2411891480135903,0,-1.0867322259797807,0,1.0,0.004389221459945265,119100.19924452502,119250.1903099506,118948.37293044479,118493.62427497093,36.870525654193244,346.1828571428549,0.2913287674498583,120263.2577251718,118715.5922748282,0.07323141131478246,BTC/USDT,1
118828.92,118996.01,118740.0,118996.0,143.55808,119225.97919469407,118644.5943109134,42.41251859286259,352.82785714285484,0.2965039641188375,-1.1785910606446668,120247.8,118532.96,120247.8,116552.18,6.076558657809983,0.0019663969552977997,0.21514168543480014,0.0014050674545597569,0.5737440901714921,0.6526307566085409,-0.09193927828827897,-1.187944168994853,1.0,143.55808,-1391.9825700000001,0.8679523846742698,-1.9261705741143855,0.14059707513986996,0.011257640825799534,8.415459092967774e-08,0.365819504936244,3.078539079200684e-08,0.20211601629349843,1.0,0.7,0.0,0,10,0.1,3.8788343930818514,0,44.21116541353365,2,0.25173337895678294,0,-0.9476630645642303,0,1.0,0.004389221459945265,119077.0438568528,119225.98163591798,118950.25234050515,118500.57500156823,42.41251859308562,352.82785714285484,0.29650396411884,120247.38900257174,118657.69199742826,0.21281288288091213,BTC/USDT,0
118996.01,119006.05,118734.22,118756.23,349.48349,119181.24117615177,118646.80491861807,28.308181288659654,335.4742857142836,0.28248984134498106,-1.579022789946716,120247.8,118532.96,120247.8,116552.18,2.190870690646469,0.0018916114576651528,0.22889746500036398,-0.002017058441139442,1.4110819218245612,-0.8820954272858595,1.4344397055184914,1.1846350742849714,-1.0,-349.48349,-1523.5015200000003,0.7816700055692701,-1.7995777358447036,-0.20149416787119678,0.0013137858434130363,8.403643815557927e-08,0.8960148851968087,7.529789948632007e-08,1.7379655424363896,1.0,0.7,0.0,0,10,0.1,3.941976808754911,0,51.29393984962565,2,0.2601449516142231,0,-1.1472477466292652,0,1.0,0.004389221459945265,119005.75188866328,119181.24326267812,118942.59790943844,118504.09848052631,28.308181288819924,335.4742857142836,0.28248984134498345,120256.48584212533,118560.82215787469,0.11523974001463796,BTC/USDT,0
118756.24,118840.0,118615.97,118645.04,119.06345,119130.17439747065,118646.76996973454,26.66046453677754,334.66999999999825,0.28207668858301654,-1.6442640120350678,120247.8,118532.96,120247.8,116552.18,1.3048948661690214,0.0018106039699196282,0.18882373843862232,-0.0009368105187349311,0.49937674295248147,-0.4963620943602011,-0.6593159522356835,-1.334490968437228,-1.0,-119.06345,-1487.2750400000002,0.11679268642271017,-2.0070836908289897,-0.09362877214946774,-0.019223496474858603,8.420610867584148e-08,0.31362892208708054,2.6409471097151724e-08,0.11184649704503258,1.0,0.7,0.0,0,10,0.1,3.7801080487134167,0,64.20093233082746,2,0.27428847303855536,0,-1.2398023648000467,0,1.0,0.004389221459945265,118925.59369118253,119130.17615907805,118930.86163198974,118506.03354457491,26.66046453692283,334.66999999999825,0.28207668858301893,120290.00099635497,118463.60100364505,0.09934242065219094,BTC/USDT,0
118645.04,118717.12,118424.42,118592.39,209.10063,119078.95683580678,118645.69313865068,16.92830978535092,326.1314285714262,0.27500198669697395,-1.5562358136374672,120247.8,118424.42,120247.8,116552.18,-0.6314660285199208,0.0016997092994331467,0.24681178952544686,-0.0004438591403083006,0.8828161015858113,-0.17987700717394886,0.7562117509613571,-0.3094982971076872,-1.0,-209.10063,-1496.9801500000003,-0.47838050734371845,-2.1102058448414396,-0.044376064941265,-0.028267027049833082,0.0,0.5567524961503597,0.0,-0.7524661808523652,1.0,0.7,0.0,0,10,0.1,3.1930454378881,0,68.92808270676818,2,0.29457662970444076,0,-1.2836282542387778,0,1.0,0.004389221459945265,118851.5484264753,119078.9583151221,118917.51465624962,118507.21471609223,16.92830978545257,326.1314285714262,0.2750019866969763,120272.5756671267,118361.55333287331,0.12079223931041604,BTC/USDT,0
118592.38,118677.09,118329.04,118417.99,192.41249,119016.007613349,118641.1841656081,16.969433778818384,329.9585714285692,0.27863888876053916,-1.6842812100861917,120247.8,118329.04,120247.8,116552.18,-3.9004069548542235,0.001704808201127783,0.29391649022247623,-0.0014715814457475856,0.8310736242530795,-0.5010486998979943,-0.07980913304756665,-0.43967254186618776,-1.0,-192.41249,-1876.6354300000003,-0.9495212512060045,-2.113238152773608,-0.14705833991539574,-0.045856827626042374,8.432244256786891e-08,0.5151114988462652,4.3435459777513064e-08,0.7292957955668874,1.0,0.7,0.0,0,10,0.1,3.2191929359774654,0,75.67386466165752,2,0.3230188487694596,0,-1.4287989117528044,0,1.0,0.004389221459945265,118755.20210948079,119016.00882443084,118897.82114630235,118505.99884520088,16.969433778920546,329.9585714285692,0.2786388887605415,120269.84748942565,118235.75251057436,0.08959143566076944,BTC/USDT,1
118417.99,118592.39,118342.25,118532.36,219.601,118969.94593588718,118639.02923163565,23.827444812515722,313.79857142856883,0.26473662671406034,-1.3021996750905909,120247.8,118329.04,120247.8,116552.18,-5.234065577564888,0.0017040347568819496,0.21103097921951391,0.0009653499889895321,0.9273153618956608,0.4572239545835868,0.14130324907702208,-0.2034043902558191,1.0,219.601,-1287.1327700000002,-1.3642174825982354,-2.080048709715559,0.09658160892613843,-0.03836204468216688,0.0,0.5936512272663541,0.0,-0.7771333654522797,1.0,0.7,0.0,0,10,0.1,3.2445231461666912,0,81.83991729323121,2,0.3494435448607023,0,-1.3335972598039536,0,1.0,0.004389221459945265,118705.68164070729,118969.94694731967,118883.41603122946,118506.3567543712,23.82744481267187,313.79857142856883,0.26473662671406256,120261.604227041,118145.82077295899,0.1826931892747597,BTC/USDT,0
118532.36,118582.21,118288.2,118350.35,172.92137,118910.93679913602,118633.31281120722,22.988858731095746,301.9999999999979,0.255174572783262,-1.4682691308310414,120247.8,118288.2,120247.8,116552.18,-5.723334927055342,0.001726648201942122,0.2484234309404318,-0.0015367101787860146,0.7230262728175737,-0.6190605761687356,-0.21256565316187082,-0.8078891509412793,-1.0,-172.92137,-1075.8138900000001,-1.586560582570599,-1.9686255146409555,-0.15355300442848607,-0.03250534437374183,0.0,0.4727962886666882,0.0,-0.7771333654522797,1.0,0.7,0.0,0,10,0.1,3.2725865694370277,0,90.93153383458623,2,0.3726233012130438,0,-1.4851024855730421,0,1.0,0.004389221459945265,118626.71905388345,118910.93761652162,118862.40877053143,118504.24628280383,22.988858731241095,301.9999999999979,0.25517457278326416,120270.48739683894,118031.97260316108,0.14222706847330524,BTC/USDT,0
118350.35,118552.0,118222.71,118365.75,255.44346,118859.01424683735,118628.01453771796,24.2963896389913,308.806428571426,0.26089170944417905,-1.3004002079340986,120247.8,118222.71,120247.8,116552.18,-5.564061284965431,0.0016694243628225163,0.2781970291237065,0.0001301136679906806,1.0620436418937296,0.0467672871935003,0.4772232026614176,0.1819203264174709,1.0,255.44346,-570.10886,-2.0125025026140886,-1.9514985938340594,0.013012213314111953,-0.04960412249099636,0.0,0.7317401733342376,0.0,-0.7771333654522797,1.0,0.7,0.0,0,10,0.1,2.7443224806074094,0,91.44962406014999,2,0.40793958372815153,0,-1.4722835169622805,0,1.0,0.004389221459945265,118568.72593079823,118859.01490858123,118842.84003092832,118502.37937374663,24.296389639148884,308.806428571426,0.2608917094441813,120202.05192809859,117954.07407190143,0.18313166518241053,BTC/USDT,0
118365.74,118440.0,118234.97,118423.21,160.49846,118817.5090804719,118623.9590023176,25.829615138297967,307.31357142856933,0.2595045104997295,-1.0895760525127276,120247.8,118222.71,120247.8,116930.43,-3.934845595179568,0.00166483805561407,0.1731332903406341,0.00048541117419912853,0.6992516654504654,0.28030044383612734,-0.37168694786705436,-0.8979536588579378,1.0,160.49846,-105.7873900000001,-2.5718771782950456,-1.9867578177436134,0.04854444803501501,-0.044665152556212784,8.448389838075043e-08,0.47149630348139654,3.983384579022177e-08,0.7612505211689137,1.0,0.7,0.0,0,10,0.1,2.7671053477784304,0,88.7072932330811,2,0.42532251215375266,0,-1.4244537808340896,0,1.0,0.004389221459945265,118536.38905728754,118817.50962292802,118826.30934284363,118501.31593600927,25.829615138462103,307.31357142856933,0.2595045104997317,120106.46386941583,117907.5601305842,0.23450315732774749,BTC/USDT,0
118423.21,118457.86,118000.0,118000.0,256.61625,118739.6510728079,118611.60337850933,23.126691646689082,310.6299999999984,0.2632457627118608,-1.7560318168668192,120134.47,118000.0,120247.8,117275.47,-6.0640519301747045,0.0016821024220332146,0.38801694915254287,-0.003580109178196734,1.1277763898153517,-0.9243218451034848,0.598870481374089,0.3847901332638092,-1.0,-256.61625,-520.4966800000001,-3.114018940858924,-2.008430668587341,-0.35737082283110455,-0.0529709189998386,0.0,0.7703422552834129,0.0,-0.7845093263847684,1.0,0.7,0.0,0,10,0.1,2.6957716362286135,0,85.29121052631393,2,0.4496942557640444,0,-1.776734021467774,0,1.0,0.004389221459945265,118417.19148900143,118739.65146810895,118793.76392702798,118494.60540790288,23.126691646820674,310.6299999999984,0.26324576271186306,119952.292800557,117848.28419944299,0.07210797545061373,BTC/USDT,1
