Open,High,Low,Close,Volume,estimated_spread_pct,price_impact,volume_impact,intrabar_momentum,volume_acceleration,volume_zscore,price_direction,volume_weighted_direction,net_buying_pressure,volatility_20d,vol_regime,trend_strength,trend_regime,hurst_exponent,momentum_regime,drawdown,stress_regime,btc_beta,btc_correlation,btc_relative_strength,btc_outperformance,market_cap_rank,dominance_factor,estimated_funding_pressure,funding_zscore,basis_proxy,basis_momentum,gap_size,volume_spike,liquidation_risk,liquidation_zscore,0,symbol,timestamp
109839.38,109839.38,109584.61,109599.19,255.55023,0.23245609753138147,-0.0021891328942029165,0.3360280245147838,-0.9427719119168494,-0.6033129847798524,-0.8219531925651933,-1.0,-255.55023,1564.4183999999998,5.833619415276627,0.0,14.782894736841046,2.0,0.41353705854179384,0.0,-0.3119912099266653,0.0,1.0,0.7,0.0,0.0,10.0,0.1,6.918838616534038,0.1864076270311997,-0.21866476473780816,0.08184769573203188,9.104203719771177e-08,0.4051886858443288,3.688920340873134e-08,-0.3559219459203933,0,BTC/USDT,2025-07-03 11:00:00+00:00
109599.18,109916.0,108749.99,109167.99,1102.71213,1.06808781585151,-0.003942004262972829,1.6195335605633718,-0.3697995729021363,3.3150504305944075,0.994512838513577,-1.0,-1102.71213,797.12858,5.492068450806728,0.0,15.860887218043882,2.0,0.3986546726197451,0.0,-0.7041972963975573,0.0,1.0,0.7,0.0,0.0,10.0,0.1,6.673093519919534,0.060600276548433474,-0.39343356460936896,0.06933403482102622,9.124155031906008e-08,1.713960281819234,1.5638439329848004e-07,1.4008096623431467,0,BTC/USDT,2025-07-03 12:00:00+00:00
109168.0,110529.18,109133.3,110255.63,1445.48707,1.2660396571131924,0.009913598709713237,2.0730692082813333,0.7791715620248397,0.31084716552451463,1.6716009236296643,1.0,1445.48707,2469.30628,6.852095840550372,0.0,28.37111278195396,2.0,0.38163934823021195,0.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,6.5805991108065784,-0.042162667272133136,0.9962993731037928,0.09578006673118811,9.160194297578723e-08,2.169124356466705,1.9869600560845427e-07,2.0342032311078473,0,BTC/USDT,2025-07-03 13:00:00+00:00
110255.64,110499.6,109560.0,109718.57,999.03383,0.8563728090878379,-0.004883036671978697,1.3854754434329406,-0.5715942954442502,-0.3088600716435326,0.6170031955796234,-1.0,-999.03383,1177.1392799999999,7.057967668764703,0.0,37.97709022556227,2.0,0.37961166640053534,0.0,-0.4871043773456263,0.0,1.0,0.7,0.0,0.0,10.0,0.1,6.233537308956464,-0.2281708521568865,-0.4871043773456263,0.06110944885308611,9.069831621987295e-08,1.4676850640661459,1.3311656405185577e-07,1.0099242394957562,0,BTC/USDT,2025-07-03 14:00:00+00:00
109718.57,109833.3,109107.0,109127.84,654.49287,0.6655496892452035,-0.005398593787539731,0.9515971260735473,-0.8133415943813779,-0.34487416707400187,-0.07779744695472024,-1.0,-654.49287,70.13112999999987,7.40839876021164,0.0,41.041120300753185,2.0,0.3764949944679704,0.0,-1.0228865410319754,0.0,1.0,0.7,0.0,0.0,10.0,0.1,5.530466104547771,-0.5481082939927511,-0.538404756824673,0.01564442822759397,0.0,0.9783913513526936,0.0,-0.9187622308206741,0,BTC/USDT,2025-07-03 15:00:00+00:00
109127.85,109683.19,109020.8,109288.46,584.75038,0.6060932691338128,0.0014706779814065306,0.849604574346514,0.24247044792306383,-0.10655958711971925,-0.24196900969451346,1.0,584.75038,281.9823899999998,7.13103545690446,0.0,38.70044360902345,2.0,0.37599127898372336,0.0,-0.8772069054432841,0.0,1.0,0.7,0.0,0.0,10.0,0.1,4.845182868785899,-0.8868540945472162,0.14718517291281152,-0.004098570284219449,9.163564503167318e-08,0.9007443890974803,8.254029310360801e-08,0.22230722456348218,0,BTC/USDT,2025-07-03 16:00:00+00:00
109288.47,109655.7,109278.41,109556.0,410.71077,0.3443809558581854,0.002444933913732145,0.6370460205814014,0.7090831985986755,-0.29763060607160263,-0.573427372639561,1.0,410.71077,1134.7352699999997,7.1068079538839815,0.0,44.77663909774416,2.0,0.3799452021374441,0.0,-0.6345526301015258,0.0,1.0,0.7,0.0,0.0,10.0,0.1,4.120670521383526,-1.2490995138801104,0.2448016926947183,0.016892035045795728,9.150096903882908e-08,0.6418581114460238,5.873063918274392e-08,-0.020411101186727187,0,BTC/USDT,2025-07-03 17:00:00+00:00
109556.0,109721.51,109332.1,109678.75,284.97474,0.3550459865744175,0.0011198043451322373,0.455744720781515,0.3152204617233463,-0.3061425197104035,-0.8184570819493823,1.0,284.97474,861.7361399999998,7.005437292738853,0.0,47.700992481205205,2.0,0.3891731251219605,0.0,-0.5232204468833102,0.0,1.0,0.7,0.0,0.0,10.0,0.1,3.4068483289411606,-1.5915917763370941,0.11204315601154313,0.005936502604930727,0.0,0.4461775322429269,0.0,-0.9283460870766573,0,BTC/USDT,2025-07-03 18:00:00+00:00
109678.75,109910.1,109638.01,109803.41,408.00794,0.24779740447041768,0.0011359466610393286,0.6721544134534235,0.458157227386307,0.4317337038363471,-0.4772605538678424,1.0,408.00794,-522.0693900000003,6.887427310063803,0.0,46.98221804511267,2.0,0.40715088167893676,0.0,-0.41015592582437366,0.0,1.0,0.7,0.0,0.0,10.0,0.1,2.6331078791287283,-1.904578379704791,0.11365920928165796,0.005451173592985192,0.0,0.6362510659500812,0.0,-0.9283460870766573,0,BTC/USDT,2025-07-03 19:00:00+00:00
109803.41,109947.11,109772.37,109947.11,187.94195,0.1589309623509024,0.001307846920979304,0.31763184307817993,0.8223646560556852,-0.5393669299670982,-0.9459019919855257,1.0,187.94195,310.0837899999997,6.897185630870872,0.0,47.914631578948175,2.0,0.4110385986228732,0.0,-0.2798224453481435,0.0,1.0,0.7,0.0,0.0,10.0,0.1,2.248949594868784,-1.9900582358085983,0.13087025257230156,0.03141296746437585,0.0,0.2951472759638261,0.0,-0.8480871320636785,0,BTC/USDT,2025-07-03 20:00:00+00:00
109947.1,110000.0,109687.59,109788.0,261.66349,0.2845575108390748,-0.0014481075422445792,0.44682871574662303,-0.5092666687989974,0.3922569708359418,-0.7518963832064994,-1.0,-261.66349,303.9705299999997,6.945723835651224,0.0,45.98468421052605,2.0,0.4117749250814882,0.0,-0.4241325363611881,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.425159893125134,-2.127983791347666,-0.144715036166021,0.013719624521680204,9.095282263227575e-08,0.4160577089958045,3.784162301108641e-08,-0.2497446578627025,0,BTC/USDT,2025-07-03 21:00:00+00:00
109787.99,109874.69,109650.94,109699.17,195.2012,0.20396690330473785,-0.0008093412375316036,0.33737380106738546,-0.3969608938530057,-0.2539990963202394,-0.8788882331840782,-1.0,-195.2012,1211.4814599999995,6.861328803443809,0.0,37.5470075187987,2.0,0.4210930497997739,0.0,-0.5046998507015066,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.0317150622706865,-2.0622566509145828,-0.08091048201989137,0.02176233581087511,9.108463579590949e-08,0.31273031166189885,2.8484926540065325e-08,-0.38724497993092244,0,BTC/USDT,2025-07-03 22:00:00+00:00
109699.17,109820.0,109510.0,109584.78,261.97178,0.28288599931486835,-0.0010433049055891398,0.45139971527894085,-0.36899999999880784,0.34206029471130317,-0.7322648223948115,-1.0,-261.97178,-495.97739000000047,6.868555953621565,0.0,24.531721804511378,2.0,0.4214882947823044,0.0,-0.6084496546797658,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.1633186242015943,-1.8455519885540135,-0.10427608522470821,0.02858032655779358,0.0,0.41929939962310275,0.0,-0.8719377347905518,0,BTC/USDT,2025-07-03 23:00:00+00:00
109584.77,109708.04,109384.38,109478.94,234.7478,0.29563676813091994,-0.0009662030122024535,0.40653540985265724,-0.32697892850422783,-0.10391951377358277,-0.7841601514120546,-1.0,-234.7478,268.3086399999995,6.876889323506252,0.0,11.120563909773798,2.0,0.41278515332471594,0.0,-0.7044447526171727,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.4255958715098476,-1.6226209980249031,-0.0965827553789822,0.022052590776074077,9.125354811828167e-08,0.3759546896282778,3.43071993602877e-08,-0.27758183383480406,0,BTC/USDT,2025-07-04 00:00:00+00:00
109478.94,109767.59,109445.86,109500.01,208.55945,0.2938173247655374,0.00019243858886901439,0.3689768182599403,0.06548969632899392,-0.11155951195282776,-0.8032735272632218,1.0,208.55945,1131.3609599999995,6.5388318657747595,0.0,5.664458646615513,2.0,0.39657086872962677,0.0,-0.6853346173796404,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.4629855968929009,-1.4861531095515066,0.019245710636206503,0.02052201898994956,0.0,0.334419763001451,0.0,-0.8602199729540055,0,BTC/USDT,2025-07-04 01:00:00+00:00
109500.01,109500.01,109103.71,109180.54,302.6227,0.3629767722343088,-0.002921798278573314,0.5387396586890404,-0.8061317183931477,0.4510140873501538,-0.5810650496327066,-1.0,-302.6227,243.98787999999956,6.6363380802954675,0.0,2.407616541356323,2.0,0.3646500143102357,0.0,-0.9750885283590582,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.5846263300653234,-1.345911226462984,-0.2917533980133946,0.01809445416789679,0.0,0.4842644385729874,0.0,-0.8602199729540055,0,BTC/USDT,2025-07-04 02:00:00+00:00
109180.54,109373.08,109119.23,109235.57,256.79241,0.23238767372203561,0.0005039005700122107,0.46481548206323015,0.21678156391489206,-0.1514436623557981,-0.6564217900693954,1.0,256.79241,90.06951999999956,6.5969910882640574,0.0,12.385984962407797,2.0,0.33394828230288653,0.0,-0.9251772449171081,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.767265631840667,-1.2086859296118235,0.05040275492318447,0.023770601251226393,0.0,0.41438916606241877,0.0,-0.7901966428540153,0,BTC/USDT,2025-07-04 03:00:00+00:00
109235.58,109329.6,108950.0,108982.59,364.1263,0.3483125148704998,-0.002318689716317413,0.670868411918614,-0.6664646996821256,0.4179792151956516,-0.3948932902810689,-1.0,-364.1263,-559.0315200000005,6.654359517857462,0.0,24.370962406014865,2.0,0.3031435552782184,0.0,-1.1546258454103508,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.5339537460497497,-1.1944952703983531,-0.23159122985306757,0.007915166173390331,9.154527224750427e-08,0.5870145998077604,5.373841135266119e-08,0.13656913282437244,0,BTC/USDT,2025-07-04 04:00:00+00:00
108982.59,109204.08,108921.0,109012.0,345.38756,0.2596778336329961,0.0002698232114699634,0.7341684525353463,0.10389289246820481,-0.05146219869314572,-0.3624046954847949,1.0,345.38756,-621.6519000000004,6.214186693489557,0.0,26.42663157894809,2.0,0.27207594554433034,0.0,-1.1279514705961113,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.278063172122215,-1.191335666575711,0.026985961702696848,-0.012039638659454288,0.0,0.5571203437021706,0.0,-0.7721476425771431,0,BTC/USDT,2025-07-04 05:00:00+00:00
109012.0,109028.98,108804.0,109025.99,279.91071,0.2063544664900506,0.00012832626111806945,0.6189534258253848,0.062183305182430926,-0.18957500959212314,-0.49942050179766584,1.0,279.91071,-529.6831400000004,6.21384663668343,0.0,28.507278195490866,2.0,0.24237941332868274,0.0,-1.1152627761502942,0.0,1.0,0.7,0.0,0.0,10.0,0.1,0.8937393591823087,-1.228089682075997,0.01283344952849319,-0.016785440644645027,0.0,0.4523699870977574,0.0,-0.6967534308547577,0,BTC/USDT,2025-07-04 06:00:00+00:00
109026.0,109144.33,108700.0,108700.0,619.63648,0.4087672493100292,-0.00299459176781112,1.3171520008803397,-0.7336889248965072,1.2136933595717005,0.4340714441054169,-1.0,-619.63648,-887.6561300000004,6.268291246532638,0.0,37.81411278195608,2.0,0.22279572029395628,0.0,-1.410930217350359,0.0,1.0,0.7,0.0,0.0,10.0,0.1,0.39257222616578824,-1.3039507350749853,-0.2990021003248855,-0.021672390059049307,9.172124916968248e-08,0.9941957797361106,9.118887883662256e-08,0.7914446730696303,0,BTC/USDT,2025-07-04 07:00:00+00:00
108700.0,108892.0,108518.83,108763.28,397.51798,0.34310292959167676,0.0005819833287357446,0.9134630237661033,0.1695741887071028,-0.35846582176698183,-0.12149589085513414,1.0,397.51798,-294.9369500000004,6.07394672175487,0.0,51.67320300752064,2.0,0.21452468890897325,0.0,-1.353536322816351,0.0,1.0,0.7,0.0,0.0,10.0,0.1,-0.05676270778609086,-1.3660213331093918,0.05821527138913929,-0.0229669373773278,0.0,0.6422261855430663,0.0,-0.6603100943669248,0,BTC/USDT,2025-07-04 08:00:00+00:00
108763.29,109070.0,108763.28,108997.59,290.69348,0.28140071720851917,0.002151902494278271,0.770177096829867,0.763888888886405,-0.2687287251761543,-0.43403205284775337,1.0,290.69348,257.7283099999997,4.193730770716124,0.0,44.403157894737475,2.0,0.19471732123757843,0.0,-1.1410210979702406,0.0,1.0,0.7,0.0,0.0,10.0,0.1,-0.6173777153820939,-1.4538956993356322,0.21543116390017047,-0.035499847762247384,9.194279535116365e-08,0.4737226857884374,4.35553879526499e-08,0.3962396505168624,0,BTC/USDT,2025-07-04 09:00:00+00:00
108997.6,109067.06,108865.38,108899.74,212.83251,0.18519787099582882,-0.0008982212135261993,0.6294452419337845,-0.48522411741133853,-0.26784560149061476,-0.8994296820176526,-1.0,-212.83251,279.6435999999997,3.7288945225137398,0.0,45.11907518797082,2.0,0.198043834883838,0.0,-1.2297694004378745,0.0,1.0,0.7,0.0,0.0,10.0,0.1,-1.1529468819392736,-1.531728355895756,-0.08977262708285139,-0.03534325037185676,9.174514784513333e-08,0.35363796892774224,3.244456774292838e-08,0.30987413390625856,0,BTC/USDT,2025-07-04 10:00:00+00:00
