Open,High,Low,Close,Volume,estimated_spread_pct,price_impact,volume_impact,intrabar_momentum,volume_acceleration,volume_zscore,price_direction,volume_weighted_direction,net_buying_pressure,volatility_20d,vol_regime,trend_strength,trend_regime,hurst_exponent,momentum_regime,drawdown,stress_regime,btc_beta,btc_correlation,btc_relative_strength,btc_outperformance,market_cap_rank,dominance_factor,estimated_funding_pressure,funding_zscore,basis_proxy,basis_momentum,gap_size,volume_spike,liquidation_risk,liquidation_zscore,0,symbol,timestamp
107636.15,107860.23,107612.67,107848.95,442.3967,0.2295432639817056,0.0019750791973703005,1.0144897052060455,0.8595895944382991,0.13889572886459312,0.034412905856060716,1.0,442.3967,3974.5913,5.2078536174107875,0.0,100.8779022556393,2.0,0.4010920394171979,0.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,0.7030043074323968,3.0944157195523108,0.19769378617742195,0.05332604456276766,9.29055812592462e-08,1.0176398159608588,9.454441861439591e-08,0.675698697500149,0,BTC/USDT,2025-07-02 10:00:00+00:00
107848.95,107848.96,107338.15,107479.99,514.05194,0.4752605578024451,-0.0034269463369631555,1.2298616786692527,-0.7223037920151538,0.1619705571944816,0.6267620866931509,-1.0,-514.05194,2942.59295,5.523558858395127,0.0,112.31427067669303,2.0,0.4433831364044653,0.0,-0.34210810582763207,0.0,1.0,0.7,0.0,0.0,10.0,0.1,1.4353111293239214,2.927646913712994,-0.34210810582763207,0.034557049554034824,0.0,1.1692924898499082,0.0,-1.1141809490508714,1,BTC/USDT,2025-07-02 11:00:00+00:00
107479.98,107479.99,107186.1,107379.92,371.85695,0.27369176657982186,-0.000931397689690046,0.8866796175506223,-0.3404675218607554,-0.2766159972083755,-0.3112249293517341,-1.0,-371.85695,2237.2568699999997,5.562723458961432,0.0,122.03938345864746,2.0,0.4780349803448934,0.0,-0.4348952864167921,0.0,1.0,0.7,0.0,0.0,10.0,0.1,2.0053556061242532,2.718158319017918,-0.09310570274523311,0.03789739003984086,9.304057442983782e-08,0.841709501836223,7.831313555389482e-08,0.6870424512996808,1,BTC/USDT,2025-07-02 12:00:00+00:00
107379.92,107998.0,107280.0,107768.2,587.51111,0.6662447735046145,0.003609424256560878,1.3513083477671612,0.5407799442889388,0.5799384951659503,0.9957410462285421,1.0,587.51111,2461.85506,5.696138087676941,0.0,138.06406766917078,2.0,0.5269221642257929,1.0,-0.07487323705979154,0.0,1.0,0.7,0.0,0.0,10.0,0.1,2.4953649404475162,2.526806435681908,0.36159460725990744,0.03783759949942955,0.0,1.315148485673793,0.0,-1.0142760484745392,1,BTC/USDT,2025-07-02 13:00:00+00:00
107768.21,108171.8,107659.35,108139.99,937.16142,0.4738765002659951,0.0034438744563745818,2.032911345755803,0.7254951702590994,0.5951382093863722,2.5074007241656204,1.0,937.16142,3059.7831499999998,5.246086225012336,0.0,149.16309774435982,2.0,0.5716964931429352,1.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,3.310090661616675,2.4804755691473996,0.3449904517288216,0.08663630814477695,9.279175127090576e-08,2.04519826139713,1.8977752837125137e-07,2.5783002519702265,0,BTC/USDT,2025-07-02 14:00:00+00:00
108140.0,108759.2,108120.0,108737.74,1330.61173,0.5878363850490153,0.005512244027611722,2.6892598844403124,0.9351376720886622,0.41983195381645144,3.100169582217831,1.0,1330.61173,3995.20813,5.1679015895160845,0.0,159.66248872180537,2.0,0.5935909079476419,1.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,4.4309114245067125,2.5046223843446276,0.5527557381871384,0.108480636508979,9.247272905019975e-08,2.807699964319905,2.596356780548101e-07,2.7971612811263085,0,BTC/USDT,2025-07-02 15:00:00+00:00
108737.75,109646.45,108650.97,109413.02,2695.11586,0.9098368731618923,0.006190875757637833,4.433020361294872,0.6783360790767554,1.025471292065041,3.725827535516021,1.0,2695.11586,6078.54751,5.351566888128352,0.0,183.02126315789312,2.0,0.6111404917163584,1.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,5.32728959273634,2.428608880353639,0.6210171371963336,0.12934715704889105,9.196439060404704e-08,5.342182419682131,4.912905507217207e-07,3.437666068863823,0,BTC/USDT,2025-07-02 16:00:00+00:00
109413.01,109730.0,108834.3,109129.67,1117.75624,0.8207667080822265,-0.0025929961026931883,1.7136803527023474,-0.31633359383686627,-0.5852659781386913,0.825509643657908,-1.0,-1117.75624,4403.47675,5.514726306541093,0.0,194.93406015037522,2.0,0.632688414670017,1.0,-0.25897283522564596,0.0,1.0,0.7,0.0,0.0,10.0,0.1,6.023762608340454,2.3056002539915488,-0.25897283522564596,0.11183112153089712,9.13968009411789e-08,2.1971144588768103,2.0080923284294983e-07,0.9006717867377124,0,BTC/USDT,2025-07-02 17:00:00+00:00
109129.68,109538.89,108989.9,109538.88,522.88486,0.5011827763804096,0.0037426548897058513,0.7854525640996051,0.745368768100079,-0.5322013500904276,-0.2563959648399055,1.0,522.88486,4123.573,5.3958718505649035,0.0,204.9632481203023,2.0,0.6548992479806753,1.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,6.966485370425342,2.253521639481397,0.37497593459230316,0.1472234332660143,9.16341082563643e-08,1.0233889755585337,9.377733617470043e-08,-0.007122690542681853,0,BTC/USDT,2025-07-02 18:00:00+00:00
109538.88,109681.81,109293.9,109676.14,1320.35211,0.35368677271100485,0.0012522866173844474,1.835341057272315,0.3538449640371212,1.5251297388874483,1.061371162765423,1.0,1320.35211,5832.36866,5.376348024759311,0.0,212.122466165412,2.0,0.6737246398183183,1.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,8.289723874372463,2.270297405537816,0.12530710556835079,0.16628030193123478,0.0,2.489300108380109,0.0,-0.7579445549965195,0,BTC/USDT,2025-07-02 19:00:00+00:00
109676.14,109676.14,109128.72,109136.3,575.18566,0.5015929621949784,-0.004934281572802559,0.7812917376499181,-0.9861532278671077,-0.5643694923167124,-0.2895384937709965,-1.0,-575.18566,4814.7863,5.800278289287278,0.0,201.0015338345866,2.0,0.6831849679994613,1.0,-0.4922128003410742,0.0,1.0,0.7,0.0,0.0,10.0,0.1,9.167434753304569,2.1803537719582846,-0.4922128003410742,0.12515603071546152,0.0,1.0704893370553357,0.0,-0.7268589535183024,0,BTC/USDT,2025-07-02 20:00:00+00:00
109136.31,109542.31,109130.01,109441.8,1281.72086,0.37672991489540825,0.002795249706479237,1.6551424540795499,0.7409410623314628,1.2283602480632076,0.8956326100895636,1.0,1281.72086,6610.5591,5.787830606370125,0.0,193.7890225563932,2.0,0.6975400432649644,1.0,-0.21366543352090428,0.0,1.0,0.7,0.0,0.0,10.0,0.1,10.213698457218062,2.1285632200974995,0.2799251944586745,0.14216480908365073,9.162854150966553e-08,2.3034113793288675,2.1105822518467108e-07,0.8996670502556063,0,BTC/USDT,2025-07-02 21:00:00+00:00
109441.79,109498.91,109100.57,109142.0,673.30761,0.3649740704769901,-0.002743023057406858,0.8508035581036639,-0.752598282872028,-0.4746846751015662,-0.2117641107092984,-1.0,-673.30761,6309.108439999999,6.0950140846178735,0.0,179.67643609022448,2.0,0.6982631527764471,1.0,-0.48701568089467573,0.0,1.0,0.7,0.0,0.0,10.0,0.1,10.722417760544772,1.9936178854331374,-0.27393555296056915,0.1374826976041993,9.137276624939672e-08,1.1892376795364794,1.086639365072617e-07,0.02862352732156038,0,BTC/USDT,2025-07-02 22:00:00+00:00
109142.0,109170.42,108720.0,108849.6,773.5973,0.41380032632182223,-0.002682673785233042,0.9528084971851952,-0.649171884017908,0.1489507745204306,-0.06986301156647498,-1.0,-773.5973,4948.00003,6.322124521148171,0.0,161.04039097744416,2.0,0.6842132190021604,1.0,-0.7536187907415393,0.0,1.0,0.7,0.0,0.0,10.0,0.1,10.873046522662133,1.8288882225396952,-0.26790786315075144,0.12364028118659008,0.0,1.3505426851924651,0.0,-0.8170434858108135,0,BTC/USDT,2025-07-02 23:00:00+00:00
108849.59,109115.03,108715.56,108915.0,494.29688,0.3667722535922519,0.0006007404782122173,0.6030468095976822,0.16374195809407355,-0.36104109980735455,-0.5997966374518623,1.0,494.29688,4505.13549,6.323013884748834,0.0,142.31724812029992,2.0,0.6731141407439563,1.0,-0.6939886834091746,0.0,1.0,0.7,0.0,0.0,10.0,0.1,10.954507996151058,1.6834927989246098,0.060082903382285835,0.1375317655627479,9.186988293308588e-08,0.8542605778330993,7.848081927987713e-08,-0.21794574924668922,0,BTC/USDT,2025-07-03 00:00:00+00:00
108915.0,109111.0,108807.43,108975.97,383.5858,0.27856599945841914,0.0005596377086328367,0.46830966371417765,0.20084329808544626,-0.2239768942098117,-0.8021007623198421,1.0,383.5858,3558.1095599999994,6.3035154942967155,0.0,124.69900751879499,2.0,0.6614885281649452,1.0,-0.6383977408395247,0.0,1.0,0.7,0.0,0.0,10.0,0.1,11.10514593108559,1.5727263084264107,0.0559794335031949,0.1269086781588292,0.0,0.6596396968182758,0.0,-0.8123160165466681,0,BTC/USDT,2025-07-03 01:00:00+00:00
108975.96,108975.97,108530.4,108721.52,335.42231,0.40982686776270877,-0.0023375568321567066,0.4165349522518836,-0.5710438314954492,-0.1255611912641188,-0.8512550082082577,-1.0,-335.42231,527.5713899999996,6.365667047051264,0.0,105.86100751879567,2.0,0.6438286686305814,1.0,-0.8703989764774711,0.0,1.0,0.7,0.0,0.0,10.0,0.1,10.731580714350407,1.401504840718903,-0.23349184228412811,0.1097427534022875,9.176334924810772e-08,0.5751964206452674,5.278195003393316e-08,-0.4127871229020842,0,BTC/USDT,2025-07-03 02:00:00+00:00
108721.52,108820.0,108620.25,108628.21,226.69063,0.1838840941961577,-0.0008586162562291849,0.2874096902678663,-0.4671339173943957,-0.32416352984987784,-0.9955316831947529,-1.0,-226.69063,1418.6369999999995,6.404741716087852,0.0,84.15898496240678,2.0,0.6238618035608999,1.0,-0.9554767335903658,0.0,1.0,0.7,0.0,0.0,10.0,0.1,10.01871955786801,1.2004246819111184,-0.08582477507672603,0.09491489130810937,0.0,0.38864482569897374,0.0,-0.7826382621149351,0,BTC/USDT,2025-07-03 03:00:00+00:00
108628.2,109000.01,108566.14,108790.0,293.13317,0.39881422924900756,0.001488376132900971,0.38405710070870247,0.37292276488264164,0.2930978664623236,-0.8171733534484258,1.0,293.13317,1188.8853099999997,5.954824762738001,0.0,72.68732330827042,2.0,0.6066523506534565,1.0,-0.8079606010933604,0.0,1.0,0.7,0.0,0.0,10.0,0.1,9.704431916893116,1.077099139674796,0.14893921201499793,0.09373802581881159,9.205711858193397e-08,0.5010769686221546,4.612770191912569e-08,-0.43468311140371574,0,BTC/USDT,2025-07-03 04:00:00+00:00
108790.0,109381.12,108790.0,109340.37,452.51528,0.5406237421731748,0.0050462589681401025,0.590398227588603,0.9310630667192256,0.5437191226090177,-0.5476257014794325,1.0,452.51528,321.04847999999953,6.226697153184902,0.0,66.01684962405962,2.0,0.580811427741412,1.0,-0.3061468064065709,0.0,1.0,0.7,0.0,0.0,10.0,0.1,9.32916292431125,0.9523186916932129,0.5059012776909677,0.10479174286747439,0.0,0.7693298689113378,0.0,-0.7646412740294543,0,BTC/USDT,2025-07-03 05:00:00+00:00
109340.37,109548.0,109237.85,109478.94,372.89912,0.28329649519806654,0.0012665245907518944,0.4887385396800312,0.44678381428200165,-0.17594137373659524,-0.6777546537812024,1.0,372.89912,1269.1332599999996,6.208080760785608,0.0,62.12306766917213,2.0,0.5532022309896516,1.0,-0.17980209733857722,0.0,1.0,0.7,0.0,0.0,10.0,0.1,8.905007553925085,0.8254615058409448,0.1267326971730709,0.0953985206508264,0.0,0.6315860195510896,0.0,-0.7162954615607852,0,BTC/USDT,2025-07-03 06:00:00+00:00
109478.95,109478.95,109146.2,109280.0,442.04211,0.30449304538799415,-0.0018188975111675507,0.5821074320583646,-0.59789631855567,0.18542009431397966,-0.549588351960246,-1.0,-442.04211,-454.62971000000033,6.036229979912862,0.0,47.11048872180651,2.0,0.5274068349507048,1.0,-0.36119068377132857,0.0,1.0,0.7,0.0,0.0,10.0,0.1,8.51823547411451,0.7072960027752847,-0.18171531437918276,0.08527209663472997,9.134176851512547e-08,0.7476929303391417,6.829559456343372e-08,-0.20568189902993972,0,BTC/USDT,2025-07-03 07:00:00+00:00
109279.99,109580.0,109279.99,109377.57,557.97387,0.274288412148848,0.0008925372301591551,0.7258780251089754,0.32525582480476717,0.26226406348481146,-0.36817734783190526,1.0,557.97387,776.6517699999997,5.983747266090337,0.0,29.20493233082415,2.0,0.50050976743549,1.0,-0.2722287637037524,0.0,1.0,0.7,0.0,0.0,10.0,0.1,7.771390446265051,0.5234030259226693,0.08928440702782314,0.0637389649825922,9.150805266070013e-08,0.931476130641222,8.523756681490214e-08,-0.07265100275418673,0,BTC/USDT,2025-07-03 08:00:00+00:00
109377.57,110273.21,109377.57,109942.2,1791.81347,0.8146462413886565,0.005148931602760966,2.1616676380173887,0.6304207047467286,2.211285628841365,1.568047734305627,1.0,1791.81347,3342.06254,6.151359668128661,0.0,22.492270676693977,2.0,0.4630394370578769,0.0,0.0,0.0,1.0,0.7,0.0,0.0,10.0,0.1,7.38562344556785,0.39863224346152937,0.5162210131382405,0.08883858779619123,0.0,2.8617317013550285,0.0,-0.7562177525535522,0,BTC/USDT,2025-07-03 09:00:00+00:00
109942.19,110000.0,109628.08,109839.37,644.21123,0.3386035444303789,-0.0009356563626281962,0.7911656583154479,-0.276457302645007,-0.6404697024629467,-0.27655939175052274,-1.0,-644.21123,2203.55443,6.101458181208116,0.0,16.911804511280152,2.0,0.43321492574922604,0.0,-0.09353096445222642,0.0,1.0,0.7,0.0,0.0,10.0,0.1,7.050696295650749,0.2757798606624384,-0.09353096445222642,0.07670422318662255,9.09568845699041e-08,1.0171226987837079,9.251431190669905e-08,0.025116416289085394,0,BTC/USDT,2025-07-03 10:00:00+00:00
